dialogue,classification,translation
"sekor_ nea onne kur hawean ruwe ne akus,",ainu,the elder said.
“e= cisehe or un arpa wa inkar,ainu,“Try to go to your house!
"a= unuhu pirkareska =an kor okay =an ayne,",ainu,"We provided for our mother well and finally (lit. ‘as to our mother, there was good providing and [so] we lived, finally’)"
orano hosippa =an orano oka =an orano oka =an.,ainu,We went back to the village to continue our lives.
kamuy netopa suy siukoraye hine hemesu arpa h_ine situ ...,ainu,the bear god strained to climb
i= omap wa iki pa ya ka a= eramiskari.,ainu,they adored me so deeply.
"iwak pa akus nep ka sak no iwak pa ruwe ne hine,",ainu,came home empty handed.
"kotan *ka ... kattuymano sine cise an h_ine,",ainu,"There was one house on the outskirts of the village,"
`ika nen ka siknu wa an.',ainu,"‘Maybe there’s someone still alive,’"
*auwa ... [ayne] orowa hosippa =an w_a,ainu,[and] finally we went home.
"sine situ turasi hemespa =an akusu,",ainu,"As we climbed along a ridge,"
a= e= kay kane hine nay turasi sinot =an kor ceppokoyki =an kor arpa =an a p.,ainu,I was playing at the mountain stream with you on my back. I was catching small fish and walking up the stream.
"soyne akusu, ek siri ka isam",ainu,[My husband] went away and it looks that he won’t come back.
"a= ye p an na.""",ainu,"There is something I want to say."","
"asinuma ka tanepo aynunukar =an pe ne kusu ki ruwe ne hine,",ainu,"As to myself, it was the first time I had seen other people."
"toska ka ta hemesu =an akusu poro yayni samam ni, sikotankonni horak. poro yay ...",ainu,"I went up the banks. A large poplar tree had fallen over. The tree which guarded over the large village had fallen over, the large …"
"neno eci= iki p ne na.""",ainu,"Please do so (let him suck your tongue),"""
"ora konto kamuy unu utari eun asurani hine,",ainu,"He sent word to kamui mothers,"
"sekor hawean =an kor eykaunno nea a= hok okkaypo a= aca kor_ coypep a= kore hine ora,",ainu,I said and gave many of uncle’s treasures to the youngsters I had hired.
"tewano anak a= e= resu ka nukuri ruwe ne kusu,",ainu,and do not have the strength to take care of you any longer.
"sapane kamuy iruska, kor an korka,",ainu,"the head God got angry. However,"
neun neun a= yaynure ani,ainu,"I made you think many things,"
"a= erampewtek pe ne,",ainu,was what I didn’t understand.
sekor yaynu =an kor an =an akusu,ainu,I thought.
"inaw eyayepataraye p ne kusu,",ainu,"will stay away from the inau,"
sirpeker ruwe ka isam,ainu,it was not dawning.
"""ne kusu nep ka a= erampewtek no,",ainu,"""I don’t know why but"
"""mak ki hine ene sinen ne ene an ruwe an h_i an?""",ainu,"""Why are you living here like this by yourself?"""
“*ecie= ... eci= korpa p nukar wa,ainu,“Look at the things that belonged to you and
"“na ponno e= ek yakne a= nukanno pirkano ki poka ki.""",ainu,"[I kept saying] “If you would come just a little closer I could see it so well,”"
"asinuma na somo ki kusu an pe a= ne p ne kusu,",ainu,"I did not want to do such a thing, so"
"tane ray noyne an ruwe ne wa, motoho a= nu rusuy.""",ainu,"She is about to die, and they want to know the cause,"""
soy ta sihumnuyar =an kor okay =an akusu,ainu,made a noise outside of the house letting our arrival be known.
i= kewehomsu ruwe ne.,ainu,carried out a demon exorcising ceremony.
"`oripak kamuy erampewtek pe [he] kamuy … aynu poho sorekusu a= pakkar wa,",ainu,‘Don’t you know the smallpox kamui? It put a curse on the human son
"ene uewtanne =an yak pirka sekor a= i= ye kor ki wa,",ainu,we were told to marry.
V3:apemerumeru nepki ne ci= ki,ainu,work I did.
"""nisatta anak iku =an pe ne.""",ainu,"""Tomorrow is a banquet,"""
"pirka hi ne a= kor_ nispa ek hawe ne h_ike,",ainu,our wise man has come at a good time.
"sorekus kamuy sasimi ne pa utar_ ne pa p ne wa,",ainu,"[These killed people] were surely the descendants of Kamui,"
orano sorekusu ene a= kar wa kira =an hi ka isam no a= omap.,ainu,"It wasn’t possible for me to simply leave it there, so I took care of it [as my pet]."
"ene an upen kam ney ta ka a= pa rusuy h_ike ka,",ainu,"I wanted to find some young meat like this somewhere,"
"ora a= matnepo anakne Iskar emko un a= onaha sucihi nurappa pa yak pirka.""",ainu,"Daughters, you must give offerings to the female ancestors on my father’s side at upstream Iskar,”"
"po ...okkayo po hoski a= kor orano a= ona,",ainu,"First, a son was born. Father [said,]"
"nay or un ka pirkano sirotuye =an wa,",ainu,I cut the grass to the water.
"a= poutari a= acautari a= nukare somo ki yak wen wa kusu,",ainu,"We had to show our children to uncles, so"
"neun poka, siknu =an w_a",ainu,"No matter what, I stayed alive."
sirkunne kor orano uekarpa pa.,ainu,"At night, [brothers and the young man] would gather"
kiyanne a= po ene hawean h_i.,ainu,"Then, my older son said,"
"""nep katuhu kar wa orano ene ne hi an?""",ainu,“Did she do something bad and then became like this?”
"sorekusu po ka ki yakne,",ainu,"If she has child,"
poutari ka sinna sinna oka.,ainu,his sons lived their lives.
oro ta an =an cise or_ ta a= turesi turano an kunak,ainu,and (I told them) to live in the house where I had been living.
"""mak ne kusu ne haw ne yakka,",ainu,"""I don’t know what happened, but"
nea okkaypo turano konto inen a= ne hine sike =an pa hine hosippa =an.,ainu,"Then, four of us including the young man packed the things and went home."
suy nea pinne horkew a= maketa wa hawe isam.,ainu,"However, the male wolf seemed to be losing, his howl could not be heard anymore."
"""hemanta ne kusu ene iki p an.",ainu,“Why would we ever want to do that?
"a ruwe ne akusu,",ainu,"[I dreamed],"
"""sorekusu a= onautari wen puri kor wen kewtum kor somo ki p ne korka,",ainu,"""Our parents are not bad people. There is no reason to expect that they are bad people"
orano a= onaha onkami a onkami a.,ainu,Father greeted (them) again and again.
"“sake *p ... ka pirka” sekor hawas wa, V",ainu,it was said that the rice-wine was ready.
"“a= kor huci a= kor ekasi a= imekkar siri ne.""",ainu,"“Grandmother, grandfather, this is for you.”"
ora konto a= saha suke hine ipe =an pa ruwe ne.,ainu,"Older sister had prepared dinner, so we ate dinner."
"korka somo a= ye no an =an pe ne a p,",ainu,But still I did not say anything.
"isenuwap =an kor onne ekasi a= ne p ne kusu,",ainu,"I was an old man,"
"""hinak wa ek pe a= ne hine ene ne hine",ainu,"[I thought,] ""What sort of person am I,"
"Kuttarusi un a= turesi h_ene a= tura wa ek =an ruwe ne kunak ramusinne noyne soyne akus,",ainu,"and brought back my sister from Kuttarusi. Appearing to be relieved, she went outside."
V iki p ne kusu,ainu,[So] it was.
"a= onautari oro ta ye noyne yaynu =an akusu,",ainu,"and while he was away (it seemed),"
kuneywa suy hopuni =an w_a suke =an w_a ipe =an,ainu,in the morning I got up and cooked and ate once more.
"nep ka aeyayramekotep ka isam no,",ainu,"all the tools were gone,"
"pon =an h_i wano makiri sinep tasiro a= ona i= eresu wa,",ainu,"Since I was a small girl, I was raised by father with one small knife and one mountain knife."
"situ ka ta paye =an akus_ pirka pon cise,",ainu,"when we reached the top of the ridge, a wonderful little house,"
"itak tunas kur, itak okakehe tuye rametok a= ne na”",ainu,I am a brave man who kills a person who speaks fast after he has spoken!” (lit. ‘after speech’)
katkemat a= osura kuni kasu akkari ki ruwe ne hine orano oka =an.,ainu,"We had a funeral, grander than one for a normal woman."
"wa, hotke =an korka",ainu,I fell asleep but
a= kor huci a= kor ekasi a= eikra wa i= sermak us pa wa ne kuni a= ramu.,ainu,"I sent offerings for my grandmother and grandfather, and I think that they looked over me."
ineapkusun keraan humas y_a ka a= eramiskari.,ainu,It was so delicious.
sekor hawean kor an ruwe ne”,ainu,She said that and [so] she feels (lit. ‘and [so] she is’).”
V arpa =an siri poka,ainu,"I am leaving,"
a= akihi turano patek an nankor,ainu,I was always together with my younger brother (lit. ‘it/he was always together with my younger brother’).
"nep a= e rusuy nep a= kor_ rusuy ka somo ki no oka =an ayne,",ainu,"We lived wanting no food or goods,"
"i= risparispa kor i= yokake, *i= yokake ...",ainu,he plucked me.
"sekor hawean =an kor a= utari utar eyaykopuntek pa kor,",ainu,"I said. Eagerly, the villagers"
yuk ci= koykip kamuy ci= koykip a= eawnarura kor an,ainu,I brought deer and bears as game.
"""nep ka wen puri h_ene a= kor yakka,",ainu,"""Even though I had a bad soul,"
"""e= e kuni ...kunneywa e= e kuni p ka a= supa wa a= nuyna wa a= anu p ne na.""",ainu,"""I will make food for you to eat tomorrow morning, and will hide it [with you],"""
"“sorekusu yayipere yayimire easkay pakno oka =an nispa ne rokoka kus,",ainu,“We can provide our food and we can provide the things we wear.
"sekor nupuri kor kamuy i= koasurani kor,",ainu,"""The bear kamui informed me of this,"
u tokap rerko V2,ainu,In the daytime
"okkaypo ka utarpake sekor a= ye p ne noyne okkaypo, soy ta an h_ine,",ainu,A young man who appeared to be a superior of the “humans” stood outside the door.
"mosmano a =an ruwe ne akus,",ainu,I quietly sat down.
V hemtomaniwano,ainu,"From a certain time,"
"nea iorunkur san wa orano i= koramkor wa a= kopan kor orano,",ainu,"That lodger came down the hill and tried to make me his. When I refused,"
"hesasi sikiru kor yaynankapirpa oraun,",ainu,"When she faced forward, she wiped her tears."
"pon kurmat utar eun isatke wa poronno saranpe satke pa h_i kus_ ora,",ainu,"Some Japanese girls hung their wash out on it. They put out lots of silk kimonos, so"
"""a= saha a= erampokiwen kusu icarpa =an kusu ne.""",ainu,"“We feel sorry for older sister, so let us go give offerings,”"
a= ante hoku,ainu,[with] my husband
V u kunne hene,ainu,Night and
"sekor hawean pe ne a korka,",ainu,"Said [the master of the house], but..."
"aynu arki hine ahup pa haw as akusu,",ainu,I could hear someone come and enter the house.
V eaykap ki wa,ainu,He [just] couldn’t.
"ene a= i= pirkakor humi an h_i an?""",ainu,"Am I really being taken such a good care of?"""
"ene tamasay ka sak ruwe an h_i an.' sekor i= osmake un hawas hawe a= nu wa,",ainu,"doesn’t even have any necklaces"" I could hear them say behind me."
"orano nennen i= koytak, nennen a= koytak kor oka =an ayne,",ainu,"She told me this and that, and I told her this and that."
"poronno su or o pa hine suke pa hine,",ainu,filled the pan and cooked it.
"sekor hawean kor ki,",ainu,he said
yaykata a= kor wa hosipi ka a= eaykap pe ne,ainu,"I was really unable to take [all that] home by myself,"
"sekor a= yuputari haweoka kor,",ainu,they would say
ora e= kotanu ta neun eci= ipere ka,ainu,"""And in your village, no matter how much you give feasts,"
"hnta aynu hnta menoko sine to cise eun ki otuye p,",ainu,"usually just a human, just a woman cannot cut enough grass for a house in one day, though,"
kamuy opitta V eukoyaykopuntek V,ainu,all the Gods rejoiced at [that] together.
"nep ne ruwe ne ya a= eramiskari pa p a= rapte wa wor a= omare,",ainu,"although I didn’t know what it was, I took it and put it in water"
"""a= kor katkemat turano an =an humi ne kunak a= ramu a wa,",ainu,"""I thought I was living with my wife,"
oro a= e= omare.,ainu,and put you in it.
V1 a= maketa noyne,ainu,will be done in.
"nina =an h_ine a= se h_ine iwak =an akus,",ainu,"When I came home with the firewood on my back,"
ne kur ene hawean h_i,ainu,"this man said as follows,"
"sekor kane hawean =an ruwe ne akusu,",ainu,I said.
noya a= kar pa hine,ainu,I made a mugwort doll-god and
"tane onne =an siri ene an h_i ne kusu,",ainu,"I was also aging, so"
V reporaypa,ainu,that were nearest to him over on the other side
"oraun situ turasi inkar h_ine orano ok wose a ok wose a hine,",ainu,The pup glanced to the top of the ridge and howled sadly several times.
"kar pe makoraye, V oripak ki wa okay ruwe a= nukar na",ainu,I saw that the women had put aside what they had been doing and [thus] acted politely.
"rapokke nea okkaypo ani kik kuni, kisma hum pirkano an, an cikuni tuye hine",ainu,Then that young man cut a tree [such that] the feeling is good of grabbing it [i.e. which fits his hand] in order to beat with it.
"orowa oyak ta terke,",ainu,Then [the topic] changes.
hoka eusi hine orano oka =an ruwe ne.,ainu,He put the end into the flames.
etoko a= oyki.,ainu,I managed the house.
kese a= anpa wa arpa =an w_a,ainu,I followed them. I went and
V hawe<y> ki kor,ainu,"While saying this,"
"kim ta a= hopunire wa kamihi patek pone turano a= se wa iwak =an wa,",ainu,"I sent the spirits in the mountains, and only brought back the meat on the bones."
"iyoykir oka uske peka perpa wa,",ainu,so they broke down the wall where the treasures were.
"sekor a= sa hawean kor suke hine,",ainu,my sister said and prepared dinner.
V a= eaykap wa,ainu,I was not able to do [so].
keraan pe ne anan humi a= eramuan w_a,ainu,it was so delicious! I realized that.
"ora konto kuneywa cip ani a= i= rura hine, KAYSHO or_ ta a= i= rura yakun,",ainu,In the morning if they took us to the hall by boat [we would be sold].
"sineanta, tane sitcuk kopak an h_ine,",ainu,"One day when autumn was near,"
se wa i= tura yak pirka sekor a= ekasi i= utek.',ainu,"and carry them down with me (grandfather told me to tell you),"""
"sekor poro a= yupi hawean h_ine,",ainu,"when the older brother said,"
sekor a= sa hawean h_ine cip i= ore hine orano apa seskeseske hine sap =an.,ainu,"older sister said as she put me in the boat. She securely closed the house’s door, and we went down the mountain."
"kamuy sekor a= ye p ne noyne an si poro kamuy mun tum osma siri a= nukar h_ine,",ainu,I saw a bear. I could see a very large bear go into the brush.
nen ka ta i= pa wa nen ka ta a= nukar yak a= tura.',ainu,"‘If someone found me, if I met someone, I would go along,’"
"konto siramkir =an pe ne kusu,",ainu,"I knew the location, so"
"poro =an h_i orano konto okkayo iki sir_ neno kane cepkoyki =an w_a,",ainu,and soon I grew up and went fishing just as a man would.
hunak wa ek hekaci a= ne wa sinen ne an hekaci a= ne ruwe ne ya ka,ainu,"Where did I come from, [why] was I a lonely boy?"
"ruyanpe kamuy sorekus_ upas kamuy sorekusu,",ainu,"The god of storms, the god of snow."
kamuy’oroitak kor okay akusu,ainu,"they were praying to the Gods, then"
"orowano anakne maciya ka isam uske ne yak a= ye p ne kor,",ainu,"We were told that there were no towns or anything beyond there, but"
kutkor hine mono a.,ainu,"tied his robes, and sat down."
"sekor hawean kusu,",ainu,he said.
"na neun neun a= e= kar kor ki ayne,",ainu,and did many things to keep you quiet.
"mat ne a= e= kor kuni a= e= ye korka,",ainu,"I told you that I wanted to marry you,"
"suy nep ka siknu wa oka kunak ramu pa wa payeoka hawe ne nankor kusu,",ainu,they have come back to see if anyone is still alive.
"retar katak siyoka un a= osura wa,",ainu,I threw the white clew behind myself.
"ape etok ta turse =an ruwe ne akusu,",ainu,I had fallen to the head of the hearth.
"cip ani inne nispa inne katkemat a= tura wa, paye =an w_a inkar =an akusu",ainu,many men and women went together with me by boats. When we looked around
"poho epunkine wa an ruwe ne wa, akusu KONDO DANNASANNO IUKOTODE",ainu,really taking care of his son. THEN THE HUSBAND SAID:
V a= kusa ki wa,ainu,bring (them) back.
"nisatta an yakun nen ka e= pa nankor e... ek nankor kusu,",ainu,"someone will surely find you tomorrow,"
